评论页码,评论内容,IP属地,性别,评论时间,点赞数,主评论
3,这边给还不近视的小朋友建议：保护好视力哟,广西,,2022-09-11 14:48:50,3,True
3,优瞳真的是带着没有不舒服的感觉，很贴合，并且！完全不会觉得突兀，非常日常！,,,2022-07-21 23:10:08,3,True
3,想问一下，五百度以上是不是不戴眼镜的话…两米之内人鬼不分？,江苏,,2022-12-11 21:44:54,2,True
3,我八百度你凑我面前我都觉得模糊,四川,,2022-12-27 21:36:45,1,False
3,这倒不会，尤其是熟人老远看身形就能认出来 [doge],天津,,2023-01-09 14:32:44,0,False
3,回复 @1329085574 :啊这严重…哈哈哈哈哈…[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭],江苏,,2022-12-27 23:43:45,0,False
3,我很想戴隐形但我带不进去[热][热],新疆,,2022-09-12 10:02:16,2,True
3,买过最好用的隐形眼镜没有之一，用了以后不想换其他牌子，囤货n次，戴上真的没感觉，不论眼珠子怎么转都没事,,,2022-07-21 23:59:10,2,True
3,姐妹优瞳月抛如何？感觉日抛现在用不起[大哭],江苏,,2023-01-11 22:35:31,0,False
3,姐妹，为啥我戴上感觉看东西不一样,湖南,女,2023-01-09 11:17:46,0,False
3,对 因为镜片含水量很高,,,2022-07-22 01:20:50,0,False
3,试戴了半天，觉得整体比较水润，没有干涩感，佩戴感很棒！,,女,2022-07-21 23:49:29,2,True
3,第一次戴隐形眼镜戴了一个小时没戴上[捂脸],,女,2022-07-21 10:12:20,2,True
3,我也是！！我记得戴得眼睛都红了,,,2022-07-21 16:45:13,0,False
3,突然想试一下了,,,2022-07-21 10:10:56,2,True
3,眼睛突出 摘掉眼镜也不好看,山西,,2023-01-31 14:43:44,1,True
3,可是眼睛旁边自己凹进去了，而且我亲戚说我眼睛变形了，我也发现了。更不敢取了，我已经800度了,湖北,女,2023-01-30 19:05:26,1,True
3,回复 @在下沈娇娇 :哎？！是这样吗[来古-震撼]唉～眼睛变形那取了还是难看，看来眼镜要跟着我一辈子了,湖北,女,2023-02-04 21:41:07,0,False
3,凹进去是从镜片看到的角度问题，你真正摘下眼镜，脸型不会变，有变化的顶多是眼睛,江苏,女,2023-02-04 20:27:34,0,False
3,可是，我戴眼镜更好看诶[辣眼睛],广东,女,2023-01-16 20:19:46,1,True
3,有没有跟我一样的 戴眼镜比不戴眼镜好看的？感觉戴眼镜会缩短中庭,辽宁,女,2023-01-13 23:50:59,1,True
3,那这样也不错呀 不压鼻子就好～,上海,,2023-01-14 00:05:14,0,False
3,mmmmm两年前测的是500多度 不太信任那个眼镜店感觉测得不准 也不喜欢戴深了 就配的500度的眼镜。前几天年货节买了个试戴款500度 还没试 不知道合不合适。要减50？,四川,,2023-01-06 19:22:54,1,True
3,隐形度数要比框架低25-50左右,贵州,女,2023-01-07 13:22:56,0,False
3,戴隐形眼镜能长时间看电脑，看书吗？我也想摘掉镜框，但是，隐形很难很舒适,福建,,2022-12-11 19:28:53,1,True
3,框架还是最舒服的 但是容易把鼻子压变形 然后日常戴着也不好看呀,上海,,2022-12-12 17:40:29,0,False
3,up主穿的绿T好喜欢,湖南,,2022-10-14 00:48:16,1,True
4,我靠！搞的我这个还没带过隐形的都心动了！火速下单[脱单doge],江苏,,2022-09-24 16:13:31,1,True
4,这个隐形眼镜刚出来时候我就买过！还推荐给了我身边很多没戴过隐形的朋友！他们一致好评！,北京,女,2022-09-24 16:11:34,1,True
4,诚挚推荐给想戴隐形眼镜的，盲冲优曈的，我自己戴着巨舒服,广东,,2022-09-24 16:02:51,1,True
4,高度近视真的很讨厌戴眼镜出门，被开那种什么近视的玩笑也很烦，所以我就改戴隐形了，我不说没人看的出来 嘿嘿！,北京,,2022-09-24 16:00:37,1,True
4,你戴眼镜也好看,河南,,2022-09-18 10:04:47,1,True
4,呃 这个倒也没有[囧],上海,,2022-09-19 12:49:23,0,False
4,以前一直带半年抛，现在只带日抛，方便多了，反正也不是天天戴,贵州,,2022-09-12 12:16:54,1,True
4,我就踢球的时候戴，确实方便,河北,男,2022-09-09 13:02:58,1,True
4,戴隐形眼镜切记别烤肉和吃火锅。或者靠近火源。,广东,,2022-09-08 17:12:02,1,True
4,为什么同为五六百度近视，你的眼那么好看，我却凸出像金鱼[大哭][大哭],福建,,2022-09-08 15:45:08,1,True
4,我也很突！正面不是很明显罢了！,上海,,2022-09-08 15:46:27,0,False
4,他家有试用装！！！..刚下单.还没用.我觉得有试用装的店家都是真的对自己产品有信心..本人眼睛比较干.很多隐形都不舒服..等买回来试用之后会来评价！！,黑龙江,女,2022-08-15 21:38:44,1,True
4,"回来评论了..昨晚上到的.今天就带上了.才带了一个小时先来说一下自己的感受：
首先先说一下我的眼睛情况.特别敏感.之前没有找到很合适的隐形眼镜.大牌和小众品牌都试了不少..一方面一直有异物感.一方面我还有轻微的眼干症.日常也需要用玻璃酸钠润眼一次左右…再水润的眼镜戴超过三小时都睁不开眼睛（用隐形眼镜润眼液也好不了多少）
再讲讲这个：拿到的时候就能感觉到镜片很薄..一些角度都看不到舱里的隐形眼镜哈哈.戴上的时候觉得很软..贴到眼睛上都没啥感觉.但是因为软.里面的气泡需要多眨眼几次能出去..以我的眼睛的敏感度.只能感觉有戴隐形眼镜却没有任何不舒适的情况的话..一般来讲大家都达到感觉不到戴眼镜的舒适程度了….戴了一个小时让我最惊喜的是没有眼睛被糊住的窒息感..应该是透气性很好..我的干眼症情况..一个小时没有什么感觉..但这一个小时确实没有越来越干的情况..
目前来讲从舒适度.透气性和水润程度都让我很惊喜…像我眼睛这么敏感的程度..能找到一个能接受的太难了
等三个小时的时候我再来评价一下",黑龙江,女,2022-08-20 09:01:53,4,False
4,回复 @小猫刁爻 :昨天出去玩到很晚..忘记回复了..大概带了10小时左右..透气感很好..眼干情况..我这个干眼星人..一个小时左右点一次润眼液..已经很出色了…已经打算日常用了…囤囤囤,黑龙江,女,2022-08-21 09:19:57,1,False
4,回复 @45685210 :还没到,黑龙江,女,2022-08-17 12:02:35,0,False
4,可以睡午觉吗,四川,女,2022-08-07 20:43:22,1,True
4,1-2个小时是ok的，不会干涩，不过睡觉的时候还是摘下比较好～,上海,,2022-08-07 20:58:01,0,False
4,请问有散光的能带吗,云南,,2022-08-04 09:50:20,1,True
4,可以的 散光换算注意看2:15的表格哦~,上海,,2022-08-04 09:52:03,0,False
4,是硅水凝胶的吗,新疆,女,2022-07-29 20:24:05,1,True
4,是呀,上海,,2022-07-31 00:16:37,0,False
4,姐姐你也太知性了吧，而且好白阿，说话好有逻辑调理，爱了爱了,,女,2022-07-22 00:03:36,1,True
4,这个超级软！！！你用手摸就能感觉到就和花瓣儿一样！又软又薄！,,,2022-07-21 23:18:57,1,True
4,这款日抛隐形看起来都很适合日常耶 还好看,,女,2022-07-21 23:11:55,1,True
4,对的 素颜戴也显得眼睛亮亮的,,,2022-07-22 01:16:51,0,False
4,感觉汤汤不带美瞳 眼睛也很有神 黑黑亮亮的 黑眼珠很大,,女,2022-07-21 22:56:32,1,True
4,只要不戴框架都ok哈哈哈哈哈,,,2022-07-22 01:18:48,0,False
4,真的对我来说还很舒服哎，而且包装真的很喜欢很喜欢比那个可啦啦的好打开多了舒适度也很高！！,,,2022-07-21 19:28:41,1,True
4,黑眼圈太重了,河南,男,2023-03-09 00:03:45,0,True
4,350度适不适合啊,甘肃,,2023-01-16 16:11:13,0,True
5,大四开始戴，戴了2.3年，度数持续上升，去看医生，干眼症角膜炎都很严重，不敢再戴了，等度数稳定了还是做手术吧。,湖南,女,2023-01-14 17:13:04,0,True
5,笑得，关于眼镜打架那个，就是如果不是那种短暂的亲亲，一般我和我对象都会摘眼镜亲[脱单doge],江西,女,2023-01-12 19:13:52,0,True
5,自从疫情以来就戴架框眼镜，压的鼻梁皱纹多，显得太阳穴凹陷，550,陕西,,2023-01-12 15:23:23,0,True
5,戴隐形容易变成眼袋，,浙江,,2023-01-11 17:50:38,0,True
5,没钱 哈哈,河北,男,2023-01-11 15:59:24,0,True
5,虽然眼镜很麻烦，但是我朋友都说我戴眼镜好看些[捂脸],四川,,2023-01-10 21:42:31,0,True
5,优瞳的隐形眼镜确实好戴也舒服，有时候晚上上床了才想起眼镜没摘😂，价格也实惠，推荐618、111之类的购物节买。但是他家我买的那副美瞳不好戴，会滑片有异物感，不推荐。,贵州,女,2023-01-10 18:29:52,0,True
5,那如果不带眼镜呢[妙啊]（本人高度近视）,新疆,,2023-01-09 20:57:17,0,True
5,好吧 我很害怕那种看不清世界的感觉[囧],上海,,2023-01-10 00:10:19,0,False
5,眼睛常年有血丝的可以戴吗，真的越来越看不清了,广东,,2023-01-09 12:59:23,0,True
5,我就是常年有红血丝 还是得注意休息呀！,上海,,2023-01-09 14:21:39,0,False
5,咱就是说散光一两百度的也能戴嘛[脸红],天津,女,2023-01-09 10:35:16,0,True
5,可以的哦 换算一下度数就好,上海,,2023-01-09 14:21:18,0,False
5,散光比较严重建议戴隐形吗？,河南,,2023-01-08 20:00:23,0,True
5,散光度数比较高就不建议啦 眼镜店里有专门的散光镜,上海,,2023-01-08 22:24:32,0,False
5,换了很多种，每个都是带上去眼睛就非常累，累的让我觉得呼吸都难受，应该是我眼睛有问题吧。。。,内蒙古,,2023-01-07 17:59:22,0,True
5,不好意思，就是我[笑哭][笑哭],广东,,2023-01-07 14:03:57,0,True
5,之前买过优瞳小熊猫日抛那款的非常好用，但是55%含水量日抛这个感觉没有之前的好用，而且打开还有反片用得眼睛很痛还要自己重新换不知道是不是每批货不一样的原因从那之后再也没买过[笑哭]好想要之前那款的可惜没了,北京,女,2023-01-07 13:47:59,0,True
5,只能说 隐形眼镜带不上去 只能抱着框架眼镜度日,江苏,,2023-01-07 10:55:32,0,True
5,请问怎么样才不会结膜炎 戴久了就结膜炎,上海,女,2023-01-07 10:27:23,0,True
5,结膜炎主要是卫生问题！日抛的话更卫生一点，然后平时接触隐形的镊子什么的保持卫生，没事不要揉眼睛哦,上海,,2023-01-07 17:14:05,0,False
5,别的不说，近视眼看3D是真的难受，我之前去影院看3D电影，全程俩手撑着3D眼镜看完的[藏狐],山东,,2023-01-06 18:50:01,0,True
5,我也是！镜框叠3d眼镜沉死了！,上海,,2023-01-06 19:01:47,0,False
5,一天最多带多久呢？每次想到只能十个小时,广西,,2023-01-06 18:09:48,0,True
5,唉，容易过敏的人基本告别隐形眼镜了,山西,,2023-01-06 15:13:22,0,True
5,所以一直想做近视手术啊，嗐,河南,女,2023-01-06 13:37:38,0,True
6,但是吃火锅应该不能戴美瞳吧,云南,,2023-01-04 19:05:17,0,True
6,可以呀 毕竟也没有明火,上海,,2023-01-04 21:21:12,0,False
6,我不会摘[大哭][大哭][大哭][大哭][大哭],上海,,2022-12-30 12:36:32,0,True
6,散光四百[doge],江西,女,2022-12-30 12:25:41,0,True
6,笑死,黑龙江,,2022-12-30 12:20:52,0,True
6,高度散光，要命,四川,女,2022-12-29 17:51:34,0,True
6,850度适合吗,四川,,2022-12-27 21:33:48,0,True
6,日抛好贵,广西,,2022-12-12 19:03:21,0,True
6,550度是近视加散光，应该怎么买,甘肃,,2022-12-12 15:57:23,0,True
6,不是超高散光就是可以的哦 可以发散光问一下客服～,上海,,2022-12-12 17:39:33,0,False
6,我认识一个女的…她的美瞳从来不取…都带着睡觉的…不会瞎吗？,江苏,,2022-12-11 21:46:17,0,True
6,？？？肯定不行啊,上海,,2022-12-12 17:39:46,1,False
6,"回复 @汤汤脸不圆 :不夸张也不说谎，她真的从来不取美瞳，永远带着…[辣眼睛][辣眼睛][辣眼睛][辣眼睛]

主要是她也不是近视[笑哭][笑哭]",江苏,,2022-12-12 18:34:46,0,False
6,运动的时候可以戴吗（小声）,广东,女,2022-12-11 14:51:06,0,True
6,当然可以啦 戴框架容易飞走！,上海,,2022-12-12 17:40:41,0,False
6,在首页看到 我还以为是教化妆呢,江西,,2022-11-10 17:23:16,0,True
6,不知道度数的时候怎么买隐形啊,广东,,2022-11-08 10:57:14,0,True
6,回复 @汤汤脸不圆 :好的好的[保卫萝卜_哇],广东,,2022-12-12 19:12:13,0,False
6,去眼镜店验一下光哦,上海,,2022-12-12 17:41:04,0,False
6,我有点面中凹陷，，，所以戴眼镜比不戴眼镜好看，救命啊,广东,,2022-10-23 11:00:05,0,True
6,感觉你可以戴隐形，然后买那种镜框就行了，还可以换很多不同类型和款式的镜框，不是很绝吗[星星眼],江苏,女,2022-10-30 23:34:44,2,False
6,回复 @purse- :有道理！😘😘谢谢姐妹！！（我真的没想过这个办法）,广东,,2022-10-31 01:36:04,0,False
6,看你说话的嘴型龇牙咧嘴的,天津,,2022-10-03 20:41:12,0,True
6,我好像有咬合问题[囧],福建,,2022-10-03 20:48:52,0,False
6,我也不喜欢戴框架 冬天食堂里的雾会影响我炫饭的速度！[脱单doge],北京,,2022-09-24 16:12:31,0,True
6,俺也一样,上海,,2022-12-12 17:41:20,0,False
6,我第一次买这个日抛，戴上之后一点异物感都没有，然后还嘎嘎便宜,广东,,2022-09-24 16:09:09,0,True
6,隐形眼镜买到好的真的很舒服 有时候洗澡甚至会忘摘掉眼镜[妙啊],上海,,2022-09-24 16:05:38,0,True
6,回想起我第一次戴隐形，狂眨眼，因为贪便宜买的很一般的隐形，就异物感很重，感觉这个还不错吧,广东,男,2022-09-24 15:55:39,0,True
6,小眼睛现身说法！怎么还多人都说眼睛小戴不进去？隐形还能把眼睛给我撑大一点（真的只有1..[藏狐],江苏,,2022-09-24 15:55:32,0,True
6,戴了5年隐形了，没什么不舒服的，主要是要做好卫生管理啊，所以很早就换成日抛了,北京,,2022-09-24 15:53:05,0,True
7,新手戴日抛就是最合适的！毕竟很少才能戴一次，买年抛什么的泡在那边会积灰的！,江苏,,2022-09-24 15:52:19,0,True
7,强烈推荐没试过隐形的姐妹们试试，我用了戴了2年隐形了，特别是化妆的时候整个人气质都不一样了！,广东,女,2022-09-24 15:39:38,0,True
7,任何一个人还没体会过隐形眼镜的快乐我都会伤心的ok？一开始戴上去能有点难，但是顺手了每天5分钟不到就戴好了[藏狐],上海,,2022-09-24 15:38:23,0,True
7,这得去眼镜店先测度数,河南,,2022-09-21 12:35:00,0,True
7,只要你记得住自己目前框架眼镜的度数和散光数值是多少就好啦,上海,,2022-09-21 12:35:58,0,False
7,午睡怎么办？,天津,男,2022-09-20 17:16:56,0,True
7,可以摘掉放进护理液的隐形眼镜盒里，午睡不超过2小时的话也可以直接戴着睡～,上海,,2022-09-20 17:44:19,0,False
7,有散光能买吗,新疆,男,2022-09-19 21:41:03,0,True
7,回复 @安得与尔 :up主表里有说，100度以上建议专用隐形眼镜,上海,女,2022-09-24 14:03:35,0,False
7,回复 @安得与尔 :200吧好像，我超过了,上海,女,2022-09-24 13:59:58,0,False
7,回复 @崽崽的羊 :多少以上算高散[微笑],新疆,男,2022-09-24 12:52:18,0,False
7,戴上这个眼珠子……,福建,,2022-09-18 18:13:16,0,True
7,有散光的咋办，眼睛小的咋办,广东,,2022-09-16 13:04:38,0,True
7,有散光可以换算，眼睛小不影响呀！只要撑开眼皮放进去就好了,上海,,2022-09-19 12:50:01,0,False
7,[口罩],山西,男,2022-09-16 10:11:32,0,True
7,[doge]带好看的眼镜不就结了,山东,男,2022-09-14 13:46:39,0,True
7,高度近视戴什么镜框都丑[委屈],上海,,2022-09-14 14:06:42,0,False
7,散光的怎么办？基本告别了吧？,广东,,2022-09-12 19:19:34,0,True
7,还是可以换算的配隐形的,上海,,2022-09-12 21:35:12,0,False
7,要不做个手术？,吉林,男,2022-09-12 12:47:38,0,True
7,我以为是戴上眼珠子,湖北,,2022-09-11 14:13:14,0,True
7,近视度数600的，你们带隐形眼镜，有没有东西都变大的感觉,江苏,,2022-09-11 13:23:14,0,True
7,框架眼镜和隐形眼镜之间是要度数换算的，换算好了戴起来是一样的～,上海,,2022-09-11 13:58:50,0,False
7,神奇的断句，戴上这个眼珠子。通知下去阿婆主没有眼珠子,山东,男,2022-09-11 11:38:50,0,True
7,这么麻烦，为何不做个手术？一了百了,广东,,2022-09-10 13:33:28,0,True
7,我做不了手术，角膜太薄了~~别说晶体，我才300度，度数低还不如戴隐形~~度数低的如果不是必须要做，比如当兵什么的，千万不要做晶体[无语],陕西,男,2022-10-17 22:44:52,0,False
7,经济不允许[囧],上海,,2022-09-19 12:51:24,0,False
7,我也想买隐形，但我是近视+散光，可能不太好买[辣眼睛],上海,男,2022-09-10 13:32:50,0,True
7,可以带两天吗,广东,男,2022-09-09 23:01:24,0,True
7,不好的哦 建议是只戴一天！,上海,,2022-09-10 13:12:40,0,False
7,我也想试试看,广东,男,2022-09-09 23:00:07,0,True
7,近视加散光呢？？,吉林,,2022-09-09 22:34:40,0,True
7,一样可以戴 散光换算注意看2:15的表格哦~,上海,,2022-09-10 13:14:12,0,False
8,刚开始戴的时候，都快把眼睛戳瞎了，结果一个眼睛戴上了，另一个没戴上,安徽,,2022-09-09 11:38:18,0,True
8,完全不会戴隐形眼镜，戴不上取不下来,山东,男,2022-09-08 18:34:06,0,True
8,以前好奇试戴老哥的隐形眼镜，可能是戴歪了，有种眼睛要瞎的感觉。所以还是好好保护自己的眼睛吧，我能理解近视眼的无奈，真的,内蒙古,男,2022-09-08 14:05:08,0,True
8,眼睛小戴不成隐形眼镜 谁懂[大哭][大哭][大哭][大哭],河南,,2022-09-07 17:52:35,0,True
8,除非眼皮撑不开，不然一定是可以戴上去的！,上海,,2022-09-24 15:31:18,0,False
8,[辣眼睛]同款小眼,福建,男,2022-09-08 13:58:41,0,False
8,我不敢戴隐形眼镜，洗麻烦，而且还要天天用手扣眼珠子,浙江,男,2022-09-07 12:16:01,0,True
8,这也是日抛的啦 戴完就丢好了,上海,,2022-09-07 12:25:03,0,False
8,前期和后期两款不同含水量的哪个好戴点,湖北,,2022-09-03 21:58:43,0,True
8,月抛真的不行，刚开始一两天还可以，后来就越来越难受,广西,,2022-09-03 21:32:41,0,True
8,请问第一次是要去店里配隐形眼镜的吗,广东,,2022-08-31 20:18:49,0,True
8,回复 @日月与梦啊 :自己感觉度数没有增长很多的话就按照目前框架的度数买就好啦,上海,,2023-01-05 15:37:57,0,False
8,回复 @汤汤脸不圆 :请问带了很久的框架眼镜想换隐形眼镜需要重新去测个视力吗,湖南,,2023-01-05 14:32:05,0,False
8,如果你知道自己的近视度数和散光度数就不需要啦,上海,,2022-08-31 21:04:08,0,False
8,这么便宜，种草了[星星眼]之前买的快三倍价格了心疼,广东,女,2022-08-30 00:04:47,0,True
8,散光➕近视怎么办,河南,,2022-08-29 22:04:52,0,True
8,一样可以戴啊 散光换算注意看2:15的表格哦~,上海,,2022-08-29 22:07:55,0,False
8,你应该换个镜框,浙江,女,2022-08-24 18:46:27,0,True
8,回复 @yy宝c :不想手术还是戴个眼镜吧我觉得你挺漂亮的,四川,,2022-09-12 10:27:04,0,False
8,回复 @汤汤脸不圆 :也是高度对镜框形状有要求的  那手术考虑下吧我觉得你挺漂亮的,浙江,女,2022-08-29 23:14:07,0,False
8,高度近视戴什么都丑 真的[委屈],上海,,2022-08-24 19:46:04,0,False
8,如果可以，早些激光手术更好一些,广西,,2022-08-20 18:35:59,0,True
8,主要是真的太贵了[囧],上海,,2022-08-20 18:44:33,0,False
8,没错，夏天滑得要崩溃,广东,女,2022-08-18 22:07:13,0,True
8,我用的就是优瞳的这个，我是看了nagi的推荐去买的，毕竟她是眼科医生，感觉有保障！戴了好几次真的感觉很舒适，一天八小时绝对没问题！,广东,,2022-08-18 22:05:26,0,True
8,难摘吗？会带不会摘,上海,女,2022-08-18 19:55:32,0,True
8,两个指头用指腹在镜片左右轻轻一捏就下来了 很简单呀,上海,,2022-08-18 20:05:32,0,False
8,看电脑时间长可以戴吗,新疆,,2022-08-16 20:51:28,0,True
8,还会有吗姐姐[保卫萝卜_哭哭]过太久已失效了呜呜,山东,,2022-08-16 11:18:51,0,True
8,又上啦！,上海,,2022-08-16 19:31:58,0,False
8,[保卫萝卜_哭哭]它有没有送试用装，我眼睛也很敏感，之前试戴隐形死活戴不上，一碰到就眨眼，我想先看看试用装……,广东,,2022-08-16 07:20:11,0,True
8,高中生平常学校戴隐形方便吗,安徽,,2022-08-13 12:36:17,0,True
8,回复 @汤汤脸不圆 :因为高三了，怕忙起来没时间搞，也没带过隐形，但确实有点烦眼镜了[保卫萝卜_哭哭]准备先买几副试试看[打call],安徽,,2022-08-13 13:02:01,0,False
8,方便的呀 我是每天上班都戴,上海,,2022-08-13 12:41:41,0,False
8,隐形眼镜别用手，会吸住的。用他送的那个小棒拖住就行了,广西,男,2022-08-04 12:24:18,0,True
9,没有券了哇？,浙江,,2022-07-31 22:31:47,0,True
9,这个价格很优惠欸，正好我囤货不多了！我要进货了哈哈哈,,男,2022-07-21 23:50:11,0,True
9,我也是！没有隐形就没有安全感，老是囤一堆！,,,2022-07-22 01:15:41,0,False
9,优瞳这款戴起来真的非常好，一直都戴这个牌子的。水润不干眼,,,2022-07-21 23:17:05,0,True
9,嗯嗯 我还买了点美瞳 戴起来都很舒服,,,2022-07-22 01:19:56,0,False
9,希望汤汤的这个优惠一直在哈哈哈哈我就一直买！！！,,女,2022-07-21 23:15:40,0,True
9,时间有限！下次可能就没这么大了啊！,,,2022-07-22 01:19:34,0,False
9,up果然还是不带眼镜好看，戴眼镜有点呆呆的哈哈哈，隐形眼镜美女必备啊,,,2022-07-21 23:13:16,0,True
9,哈哈哈哈哈哈哈我戴眼镜看起来智商打折一半,,,2022-07-22 01:16:29,0,False
9,一直都想着入他们家的隐形眼镜 ！这次赶着活动买了试下！,,,2022-07-21 23:05:13,0,True
9,冲！记得先领券,,,2022-07-22 01:17:04,0,False
9,汤汤的分享真的是太及时了呀我正好需要买呢,,,2022-07-21 23:03:56,0,True
9,隐形这种东西当然是有优惠就要囤起来的啊！,,,2022-07-22 01:17:30,0,False
9,我要叫我姐妹一起来看看了啊,,男,2022-07-21 22:57:12,0,True
9,艾特她！,,,2022-07-22 01:17:41,0,False
9,看完以后真的是让人心动啊！这种绝对是必囤的,,女,2022-07-21 22:56:37,0,True
1,博主讲的太好了，女孩子不要太顾及别人的封建思想，来完姨妈我都会用专用的洗液洗，减少菌群，用完清爽干净。健康是自己的，要照顾好自己哟！,北京,女,2022-09-08 13:38:22,2374,True
1,对的，但是一定要选择好洗液，不要选择那种会把益菌液洗掉的洗液，不然会失衡哦！,上海,,2022-09-08 14:04:20,43,False
1,回复 @请叫我十月的wife :外部可以用eva  尽量不要用皂类吧，碱性太强,山东,,2022-11-05 19:45:46,2,False
1,姐妹，能问问你买的是什么品牌的吗？我买的国产上海药皂的液体，真的好难闻。,湖南,女,2022-10-16 21:35:39,2,False
1,用了异味还会很大吗？生理期就是味道很重[傲娇],上海,女,2022-09-08 15:32:09,1089,True
1,亲测，这款凝露有一股清香，我用完的两三天尿液都是带着清香的[笑哭][笑哭][笑哭]不过真的很有用，我是菌群失调，现在已经痊愈了[脱单doge],福建,女,2022-10-12 10:16:12,43,False
1,我自己用着是觉得异味小了一点诶,上海,,2022-09-16 22:40:15,1,False
1,坚持多久有效果哇？,四川,,2022-12-09 21:15:48,0,False
1,是真的…我只要久坐就会有味道呜呜呜呜,四川,女,2022-09-25 00:19:17,964,True
1,不是上厕所光是坐着就自己闻到的吗？我不懂自己有没有，平时也久坐。。担心会不会自己闻不到但其实别人会闻到[灵魂出窍][灵魂出窍]好尴尬,广西,,2022-10-26 20:30:26,225,False
1,我也是，而且最惨的是我高中时期被别人闻到了，班上的男生用一样的眼光看我，一开始我没想到是因为这个。后来我意外听到别人谈论我了….真的…全班都谈论过我…太窒息了,湖北,女,2022-12-01 00:05:36,173,False
1,回复 @羊村菜菜子 :我也是，有时候跑完操更夸张，头一低就有,黑龙江,女,2022-11-08 22:07:04,87,False
1,这个平时护理就可以用吗？还是要去医院咨询过医生再用？女孩子真的好难，长期坐班有炎症真的好烦躁[傲娇],广东,男,2022-09-08 15:11:28,803,True
1,偶尔有异味不舒服，是可以当日常护理的！如果炎症已经很严重的话，一定要及时就医哦！,上海,,2022-09-10 13:19:03,53,False
1,平时就可以作为护理用一支，我是菌群失衡快一个月，用了六七支就好了，作为护理一支就可以比较长的时间内都不用担心，而且刚用完还有一股清香，甚至让你爱上尿液的味道，至少，我是这样，真的是清香很好闻的啦[傲娇],福建,女,2022-10-12 10:19:45,21,False
1,有异常情况的时候再用吧，，，平时真的没必要用[辣眼睛]阴道需要保持一定的菌群平衡的，长期清洁度太强会破坏菌群，平时用清水洗就可以了,湖北,,2022-12-09 22:04:35,10,False
1,还有还有女生选择内裤一定要谨慎！！尽量选纯棉的不要染色的！！姐姐也可以出一个相关的视频。住校时为了省钱买便宜的踩了坑,北京,,2022-09-08 14:00:13,675,True
1,收到！有好的会推荐给你们的！,上海,,2022-09-08 14:01:32,0,False
1,得过几次炎症后就知道了，核心是要平衡菌群！因为菌群就是代表了你这方面的抵抗力！姐妹们选洗液一定挑这种不伤害菌群的,江苏,,2022-09-08 14:27:30,533,True
1,....是要放到哪里来着..我真的没用过这些..我妈也不教我这些..有点好奇不好意思[委屈],广东,女,2022-09-18 17:39:49,410,True
1,回复 @spmmr :这种洗液生活习惯良好身体正常的根本不需要的，用多了会破坏你自身的平衡，并不好。有很多妇科案例是洗出病的。去游泳池倒是可以预防性用几次也不用多，人体自身是可以调节的，不舒服就去看病别害羞就行。有时候排卵期白带多点也正常的，不用特别担心的。,上海,,2022-11-23 20:27:42,98,False
1,这个和卫生棉条的使用方法有点像 躺着找到内阴的位置 放好按推管推进去就行了～,上海,,2022-09-18 19:58:51,41,False
1,回复 @汤汤脸不圆 :姐姐请问卫生棉条怎么用啊？处可以用吗？往哪里推啊啥也不会[大哭][大哭][大哭],广西,女,2022-11-04 18:30:46,18,False
1,这个我20年就有入，连续用了好多年，一直用的也是内因的凝胶，夏天用的比较勤，真的觉得比很多洗液做的好很多,广东,,2022-09-08 14:46:35,176,True
1,回复 @楠楠难上加楠 :假的，他们应该是怕会破c，但是实际上真的有看过身体这种结构的专门讲解的就知道只要规范使用是完全不会的，所以可以用哒,江苏,男,2023-01-09 01:03:23,6,False
1,我看有人说未婚的不要用是真的吗…,天津,,2023-01-01 13:44:38,2,False
1,回复 @楠楠难上加楠 :未婚注意卫生就行，只要没有开始过性生活。一般没有啥问题的,江苏,,2023-09-10 00:10:50,0,False
1,知道为什么那么有效吗？那里的菌落本来就主要是乳酸菌[无语],广东,,2022-09-18 01:44:38,149,True
1,回复 @汤汤脸不圆 :乳酸菌是有益的菌种[微笑][微笑][微笑],安徽,,2022-09-24 10:13:05,9,False
1,回复 @吴不羁不月半 :我知道哟！所以才推荐这种利用乳酸杀菌的凝胶，不会误伤私密部位的乳酸菌～,上海,,2022-09-24 15:34:12,6,False
1,对的 杀菌➕调节菌群 帮助提高自净能力,上海,,2022-09-18 02:27:11,2,False
1,我不会用我是个奔2的孩子[大哭],江苏,男,2022-09-22 23:16:58,121,True
1,我也不知道，怕直接进去了，不会把握分寸[笑哭][笑哭][笑哭],四川,女,2022-12-03 00:23:50,9,False
1,[笑哭][笑哭][笑哭]我也是完全不知道是干啥的,河南,,2022-10-22 20:06:30,1,False
1,如果是不了解结构的话，多看看科普？夹性芝士和硬糖都不错的,北京,女,2023-01-08 00:35:56,0,False
1,作为一个单身男性 ，我居然看完了 [热词系列_知识增加],四川,,2022-09-19 23:44:42,92,True
1,好好做功课，给女朋友做好笔记哦！,上海,,2022-09-24 15:32:07,5,False
1,[热词系列_知识增加],四川,,2022-09-24 23:30:27,0,False
1,我是白带多的那几天异味超级重，怎么办(⊙o⊙)！,浙江,,2022-10-07 19:07:06,85,True
1,我也是,安徽,,2022-10-13 23:00:28,0,False
1,可以用这个 还有注意贴身衣物的透气性哦,上海,,2022-10-07 23:10:23,0,False
