评论页码,评论内容,IP属地,性别,评论时间,点赞数,主评论
39,医生会彻底离开我[doge],山东,男,2023-09-07 17:34:55,0,True
39,素食健康的过来我给你个大比兜 我三十多年吃素 一米八 180斤 高血脂9.8 高血压130 95左右 痛风 为啥吃素？劳资荤菜过敏,江苏,男,2023-09-07 17:33:52,0,True
39,反正我已经2周没怎么吃水果蔬菜了，口里溃疡都快长满了，上厕所也费劲。,海南,男,2023-09-07 17:33:44,0,True
40,连续吃30天苹果会少一个月的苹果,江西,,2023-09-07 17:34:16,0,True
40,吃了一个月苹果后我变成了逢魔时王,山东,男,2023-09-07 17:27:22,0,True
40,假 早上来一颗 一饿一上午,上海,,2023-09-07 17:26:32,0,True
40,专家，苹果卖不出了，请帮帮我们[doge],河南,,2023-09-07 17:26:18,0,True
40,好的，请问是饭前吃还是饭后吃,北京,男,2023-09-07 17:24:46,0,True
40,吃苹果好麻烦的说，如果把苹果放进榨汁机里打碎再吃，是不是一样的效果？,广东,男,2023-09-07 17:23:29,0,True
40,我不太喜欢吃苹果，因为别人吃起来甜的，我吃起来却能吃出酸味，就是那个苹果酸，我受不了这个，要吃也得削皮,广东,,2023-09-07 17:23:59,0,True
40,多吃水果确实是这样的,山东,女,2023-09-07 17:22:25,0,True
40,吃和只吃[笑哭]杠头,北京,,2023-09-07 17:22:06,0,True
40,我已经吃了好多年苹果了，一年接近300个，我估计，还都是大号苹果，也没有发生你说的情况。。。,北京,,2023-09-07 17:21:46,0,True
40,我苹果过敏[笑],云南,男,2023-09-07 17:20:29,0,True
40,可以每次饭后30分钟后来一个或半个，这样会很舒服,广东,,2023-09-07 17:19:35,0,True
40,冷知识 苹果是高热量的,广东,,2023-09-07 17:16:09,0,True
40,这种广告模式才是值得我们学习得:大家可以试试把&#34;每天吃苹果&#34;改成&#34;每天早睡&#34;、&#34;每天喝足够的水&#34;等等...效果大同。。。然后最后导入产品链接，奈斯[OK],广东,男,2023-09-07 17:10:14,0,True
40,以前不爱吃苹果，听说吃苹果对身体好，吃着吃着越来越爱吃了[doge],韩国,,2023-09-07 17:08:57,0,True
40,每次吃苹果胃很难受，又酸又胀有时还会咕咕咕叫[呆],江西,,2023-09-07 17:05:31,0,True
40,你会因为维生素缺乏症导致口腔溃疡，一试一个准。也可以说维生素紊乱了。,广东,,2023-09-07 17:00:59,0,True
40,今年的苹果好贵，刷新我的认知了，之前我一直以为苹果特别便宜,浙江,,2023-09-07 16:53:30,0,True
40,苹果滞销了是吧[脱单doge],山东,,2023-09-07 16:45:52,0,True
40,不喜欢吃苹果的咋办[捂眼],湖北,男,2023-09-07 16:44:58,0,True
41,我马上去买苹果吃,湖南,男,2023-09-07 16:44:42,0,True
41,会变成医生杀手,安徽,,2023-09-07 16:42:54,0,True
41,那梨呢，我喜欢吃梨🤨,江苏,男,2023-09-07 16:40:13,0,True
41,每次吃苹果 牙就会感觉很痒 实在受不了[辣眼睛],辽宁,,2023-09-07 16:34:47,0,True
41,我认为连人带盒不足十斤,安徽,,2023-09-07 16:33:35,0,True
41,好家伙商家看见苹果又要涨价了[doge],湖北,男,2023-09-07 16:34:31,0,True
41,会远离医生三十天[doge],山东,男,2023-09-07 16:32:12,0,True
41,号主是苹果批发商吧,河南,,2023-09-07 16:29:31,0,True
41,本视频讲述了连续30天吃苹果的效果。第一天，苹果的味道和饱腹感让你不想吃早餐;第三天，苹果中的膳食纤维帮助改善便秘;第七天，苹果酸帮助美白牙齿;第十天，苹果的低热量和大量维生素提升代谢水平，让你瘦了几斤;第15天，苹果中的维生素C、E和抗氧化物质让皮肤状况得到很大改善;第20天，苹果的乙酰胆碱水平提高，让你变得更聪明;最后，30天苹果的营养物质和微量元素对身体进行了大改造，让人焕然一新。--以上内容由AI视频小助理生成，关注解锁AI助理，由@大剑啥时候有第二季 召唤发送,上海,,2023-09-07 16:28:51,0,True
41,就喜欢你这样的杠子,云南,男,2023-09-07 16:29:48,0,True
41,鸡精搞味精的时候也差不多是这么个套路，我比较好奇这个屯苹果的想搞谁,湖南,,2023-09-07 16:26:52,0,True
41,我只知道小学学过一首英文儿歌，叫什么来着“一日一苹果，医生远离我”,广东,男,2023-09-07 16:23:39,0,True
41,小时候都是不削皮直接吃的，后来说什么上面有腊还是啥的，又懒得削皮吃 就很少吃了。,广西,,2023-09-07 16:21:08,0,True
41,我不削皮快二十年了也没事（因为我很喜欢苹果皮），放心吧,吉林,,2023-09-07 20:44:22,0,False
41,果蜡，很多水果都有,云南,男,2023-09-07 16:37:49,0,False
41,两块五一斤，可不敢天天造，贵,江苏,,2023-09-07 16:19:57,0,True
41,下次我希望你们能测试一年,内蒙古,,2023-09-07 16:11:59,0,True
41,别的不知道，每晚一个苹果吃完睡觉，三天下来便秘确实好了，其他不知道,江苏,女,2023-09-07 16:10:26,0,True
41,必须得是苹果吗？别的水果可以嘛？,江苏,,2023-09-07 16:05:01,0,True
41,还会看电视,黑龙江,,2023-09-07 16:03:04,0,True
41,[滑稽]水果只是辅助，又不是外挂，所以辅助≠外挂[滑稽],山西,男,2023-09-07 16:03:10,0,True
41,蛋白质，脂肪：我呢？,黑龙江,男,2023-09-07 15:52:25,0,True
42,白雪公主的后妈说过：“一天一苹果，敌人远离我”[doge],山西,,2023-09-07 15:52:24,0,True
42,会变胖,河南,,2023-09-07 15:52:33,0,True
42,连续吃30天苹果，在第30天的时候你会发现你连续吃了30天苹果[藏狐],陕西,男,2023-09-07 15:51:48,0,True
42,苹果阴谋,江苏,,2023-09-07 15:49:47,0,True
42,所以 我是因为总吃苹果 才变得记忆力好的？[哦呼],辽宁,男,2023-09-07 15:42:56,0,True
42,为啥我越吃越饿呢,广西,男,2023-09-07 15:41:28,0,True
42,保证每天都水果摄入是必须的，但你天天吃苹果？是因为买不起橘子吗？橘子好像比苹果便宜吧？如果你喜欢啃，那咱能不能吃点梨？,云南,男,2023-09-07 15:40:10,0,True
42,我女朋友说，多吃水果后，味道就不那么腥了[歪嘴],安徽,男,2023-09-07 15:40:22,0,True
42,毕竟伊甸园禁果，含金量是有的,云南,男,2023-09-07 15:36:46,0,True
42,三十天后你就成仙了[抠鼻],河南,男,2023-09-07 15:35:55,0,True
42,第三十天，神会下来给你颁发苹果三十[脱单doge][脱单doge],广东,男,2023-09-07 15:32:23,0,True
42,@中国食品报融媒体  [脱单doge]这是真的吗？,湖南,女,2023-09-07 15:33:03,0,True
42,医生会离得很远很远,河北,,2023-09-07 15:32:34,0,True
42,最近有一项研究，维C和维E可以加快癌细胞生长和转移。[辣眼睛],江苏,,2023-09-07 15:30:37,0,True
42,可是苹果很贵啊,江西,男,2023-09-07 15:29:49,0,True
42,会赶走30个医生[doge],黑龙江,,2023-09-07 15:27:24,0,True
42,你将成为医生杀手,山东,男,2023-09-07 15:26:47,0,True
42,如果你让我三十天吃蟠桃人参果，我相信三十天后咋说也是个大罗金仙，苹果。。。算了,浙江,男,2023-09-07 15:24:39,0,True
42,除了尿多，放屁多，屎是不成型，体重降低之外。其他都是鬼扯。你要问为什么这么清楚的话，之前为了减肥每天要吃两斤半的苹果或者橘子。[撇嘴],江苏,女,2023-09-07 15:17:55,1,True
42,《如果你连续三十天吃苹果，医生会发生什么》[doge],广东,男,2023-09-07 15:14:11,0,True
43,现在买个苹果不得两元？,广东,,2023-09-07 15:11:18,0,True
43,我连续十年吃苹果了,江苏,,2023-09-07 15:05:48,0,True
43,我消化特别快，吃苹果消化更快了，不敢吃。而且它咬起来比较费牙,江苏,女,2023-09-07 15:03:24,0,True
43,医生远离我,浙江,男,2023-09-07 15:02:30,0,True
43,我也挺喜欢吃的，苹果的香味让我觉得很清新，我也比较喜欢吃清脆的水果,福建,,2023-09-07 15:01:33,0,True
43,连续三年苹果我不知道 反正连续一年喝奶不会变白[藏狐],韩国,男,2023-09-07 15:02:17,0,True
43,我家有个苹果园我岂不是要原地出道[翻白眼][翻白眼][翻白眼],江苏,,2023-09-07 14:58:05,0,True
43,一天一苹果，医生远离我,安徽,,2023-09-07 14:56:18,0,True
43,苹果的本质其实是一种可食用的木头，所以你把木头切块儿然后煮熟食用是一个道理[妙啊],浙江,男,2023-09-07 14:55:02,0,True
43,医生找不到你了,河南,,2023-09-07 14:52:35,0,True
43,吃苹果可以增强记忆力，而熬夜冲记忆力下降，懂了，冲完第二天早上吃个苹果抵消一下[思考],黑龙江,男,2023-09-07 14:52:18,0,True
43,平时都懒得吃，这下不得不吃了,中国香港,男,2023-09-07 14:50:13,0,True
43,暑假水果店上了一个月班，发现苹果真的贵有7，8块钱一斤的还有13，14一斤的买一个6块钱差不多[FGO_偷看],浙江,男,2023-09-07 14:45:30,0,True
43,真的吗，下午就去买苹果，连续吃30天试试,河南,,2023-09-07 14:45:27,0,True
43,我吃苹果跟梨 就有想吐的感觉 不知道咋回事,辽宁,,2023-09-07 14:45:37,0,True
43,一天一苹果，医生远离我[doge],江西,,2023-09-07 14:43:38,0,True
43,现在就买,江西,,2023-09-07 14:41:06,0,True
43,是不是真的兄弟们,广东,男,2023-09-07 14:39:56,0,True
43,一天一苹果但是一天三炮呢，我只是假设[阴险],浙江,,2023-09-07 14:39:04,0,True
43,资本准备对苹果下手了吗？,陕西,,2023-09-07 14:38:26,0,True
44,我从家里带来的水果只有苹果可以保存半个月，所以高中寄宿我只能一直吃苹果[笑哭],广东,,2023-09-07 14:37:27,0,True
44,我吃了胃难受,安徽,,2023-09-07 14:35:36,0,True
44,不知道是什么原因，我一吃苹果就浑身起鸡皮疙瘩，听见别人嚼也难受，吃很多水果别人都说甜，但我吃就是觉得算[笑哭]不是不爱吃水果，是真吃不下去,重庆,,2023-09-07 14:34:31,0,True
44,拉屎都香了不少..........,北京,,2023-09-07 14:30:03,0,True
44,怎么？今年苹果大丰收卖不出去了吗？,上海,女,2023-09-07 14:29:05,0,True
44,抗氧化记忆力那些效果没那么明显，要年年不停吃才有点用，但维生素和膳食纤维是能立刻补充的,新疆,,2023-09-07 14:26:29,0,True
44,我会起鸡皮疙瘩[撇嘴],新疆,,2023-09-07 14:23:06,0,True
44,苹果滞销了,江苏,,2023-09-07 14:22:27,0,True
44,现在的苹果不好吃，我一个苹果咬两口，再也吃不下去了。,北京,,2023-09-07 14:20:05,0,True
44,"连续三十天吃一个苹果对你的皮肤状态、身体情况、牙齿和体重等等可能会带来以下影响：

1. 皮肤状态：苹果含有丰富的维生素C和抗氧化剂，这些有助于抵抗自由基损伤，促进皮肤健康。连续三十天吃苹果可能会改善皮肤的光泽度、弹性和抗氧化能力。

2. 身体情况：苹果是一种富含纤维的水果，连续三十天吃一个苹果可能有助于维持正常的肠道功能和消化系统健康，预防便秘和其他消化问题。同时，苹果中的抗氧化剂也有助于降低炎症和增强免疫系统功能。

3. 牙齿：苹果是天然的洁牙食物，每天吃一个苹果可以刺激唾液分泌，并帮助清洁牙齿表面，减少食物残留和牙菌斑的形成，有助于预防蛀牙和牙龈疾病。

4. 体重：苹果是低热量、高纤维和高水分的水果，每天吃一个苹果可以帮助增加饱腹感，降低对高热量食物的渴望，有助于控制体重。然而，若想减肥或控制体重，仅仅依靠吃苹果是不够的，还需要保持均衡的饮食和适量的运动。

需要注意的是，吃苹果虽然有益健康，但不应该完全依赖它来满足身体所需的各种营养。保持均衡饮食，包括各类蔬菜、水果、蛋白质、碳水化合物和脂肪才是更重要的。如果有任何潜在的健康问题或特殊的饮食需求，请咨询医生或营养师的建议。",河南,男,2023-09-07 14:18:54,0,True
44,我还以为卖苹果的,浙江,男,2023-09-07 14:17:15,0,True
44,连续用三十天苹果手机会变成什么样呢[思考][思考],湖北,,2023-09-07 14:11:17,0,True
44,我以前为了减肥天天吃苹果，没什么变化，也不见得瘦得下来。。,浙江,,2023-09-07 14:10:43,0,True
44,人的骨骼是浅黄色。牙齿本身就是浅黄色的。美白效果真的有吗。,江苏,,2023-09-07 14:06:38,0,True
44,上链接啊,河南,,2023-09-07 14:05:05,0,True
44,好处这么多么？。。。。貌似，我从小啃苹果啃到大[吃瓜][吃瓜],天津,,2023-09-07 14:05:00,0,True
44,所有医院和医生以你为圆心向外移动,四川,男,2023-09-07 14:04:35,0,True
44,反正下次发视频说吃橘子能变大，吃梨会变帅，变美[呲牙],浙江,男,2023-09-07 14:02:59,0,True
44,我小学连续吃过两个月苹果，现在一口不想吃，，已经有15年了。,内蒙古,,2023-09-07 14:01:41,0,True
44,三十天只喝酸奶能活下来么[思考],广东,,2023-09-07 14:01:27,0,True
45,如果连续30天只吃苹果，你会吃30天苹果！,江苏,男,2023-09-07 13:58:50,0,True
45,是让你每天多吃个苹果，不是让你不吃饭[微笑],重庆,,2023-09-07 13:52:48,0,True
45,苹果过敏吃什么水果,上海,,2023-09-07 13:44:47,0,True
45,这哪是苹果，这是仙丹啊！秦始皇为什么没找到,江西,,2023-09-07 13:45:28,0,True
45,获得光环（唯一）：击退周围的医生角色,山东,,2023-09-07 13:44:26,0,True
45,好家伙，苹果居然有这么多作用呀,河北,,2023-09-07 13:43:54,0,True
45,苹果很有营养的,黑龙江,,2023-09-07 13:42:52,0,True
45,吃上一年是不是就筑基了,山东,男,2023-09-07 13:38:29,0,True
45,只吃苹果？,浙江,男,2023-09-07 13:31:32,0,True
45,可惜我一年吃不了三个苹果。,江苏,男,2023-09-07 13:31:23,0,True
45,医生无法靠近,山东,男,2023-09-07 13:26:11,0,True
45,我记得我们小时候父母单位每年都会组织职工子女去活动，天文站、戒毒所、少管所、消防站，少管所去的比较多，我看他们天天都要吃苹果的，也没见到提前释放的啊。,云南,男,2023-09-07 13:25:51,0,True
45,每天一苹果，医生远离我[脸红],江西,,2023-09-07 13:25:07,0,True
45,要什么仙丹，都给我吃苹果，这才30天，接着吃，90天直接飞升[歪嘴],辽宁,男,2023-09-07 13:20:32,0,True
45,别说了，我买还不行吗,甘肃,,2023-09-07 13:16:29,0,True
45,苹果我这里就没有低于五块一斤的，两个基本就一斤,江西,,2023-09-07 13:15:45,0,True
45,博主已经在连续吃苹果第八天轮回了,广东,,2023-09-07 13:14:59,0,True
45,你是不是买苹果的,山东,,2023-09-07 13:10:43,0,True
45,搞的好像我没吃过一样，老子连续吃了四个月苹果，确实对皮肤状态有好处，而且头发也是，其他的感受不出来,广东,,2023-09-07 13:05:16,0,True
45,我最喜欢吃苹果天天吃,山西,,2023-09-07 13:01:04,0,True
46,苹果协会推销,河北,,2023-09-07 12:59:37,0,True
46,吃一个月苹果可以当蜡烛啦[doge],上海,男,2023-09-07 12:58:58,0,True
46,回忆起来已经大半年没吃过任何水果了，水果真的好贵,江苏,男,2023-09-07 12:58:53,0,True
46,那问题来了，苹果的种类那么多吃那种呢？[doge],福建,男,2023-09-07 12:59:24,0,True
46,吃三十天苹果，苹果可能会涨价,上海,,2023-09-07 12:57:05,0,True
46,尿酸很高,河北,,2023-09-07 12:55:43,0,True
46,清除出来的牙斑都被吃灰肚子里去了,广东,男,2023-09-07 12:52:09,0,True
46,怎么现在苹果滞销了,重庆,男,2023-09-07 12:48:37,0,True
46,秦始皇当年要是也天天吃苹果说不定也能活到现在[doge],浙江,男,2023-09-07 12:47:36,0,True
46,"我已经坚持两年每天吃一个苹果了, 便秘确实没有了, 其他的没感觉",广东,男,2023-09-07 12:47:25,0,True
46,一天一个苹果，医生远离我！,河南,男,2023-09-07 12:41:44,0,True
46,总结：吃苹果能位列仙班[doge],福建,,2023-09-07 12:41:26,0,True
46,苹果的销量上涨，苹果的价格也会上涨,山东,男,2023-09-07 12:41:24,0,True
46,那我吃一年苹果不得飞升成仙了[doge],广西,男,2023-09-07 12:38:42,0,True
46,你吃的苹果，跟他讲的苹果不是一种水果[嗑瓜子],浙江,,2023-09-07 12:41:41,0,False
46,是连续30天，每天任何其他东西都不吃只吃1个苹果才有这种效果吧[doge],浙江,,2023-09-07 12:36:23,0,True
46,30天每天一个苹果 不噶都难[doge],湖南,男,2023-09-07 12:52:06,0,False
46,"早上要吃好，所以我大鱼大肉
中午要吃饱，所以我大鱼大肉。
晚上要吃少，所以我少一点但大鱼大肉",安徽,,2023-09-07 12:32:25,0,True
46,知道苹果是好东西，可就是不爱吃，吃不下去！,内蒙古,,2023-09-07 12:30:01,0,True
46,@Lanxiiiiii,江苏,,2023-09-07 12:29:38,0,True
46,我也喜欢吃苹果，之前家里苹果多的时候一天要吃两个，连续吃了一周感觉没啥变化,湖北,男,2023-09-07 12:29:00,0,True
46,营养要均衡，不能偏食,广东,,2023-09-07 12:24:15,0,True
47,6,江西,,2023-09-07 12:21:22,0,True
47,连续30天除了会腻还会怎么样,福建,,2023-09-07 12:19:49,0,True
47,会浪费你的钱,浙江,,2023-09-07 12:45:21,0,False
47,吃苹果过敏,山东,,2023-09-07 12:20:50,0,True
47,把苹果换成任意水果都有不同效果，苹果吃多了还腹泻呢，把握量和度就好！,北京,男,2023-09-07 12:15:43,0,True
47,苹果滞销了吗？,吉林,,2023-09-07 12:14:36,0,True
47,治脱发吗,天津,,2023-09-07 12:14:59,0,True
47,哦，我平时什么水果都不吃,陕西,男,2023-09-07 12:13:50,0,True
47,但问题是市面上的苹果味道不合我口味吃一半就不想吃了,北京,女,2023-09-07 12:04:19,0,True
47,我曾经连续三十天只吃苹果减肥，一个月瘦了28斤。,陕西,,2023-09-07 12:03:55,0,True
47,大量的微量元素[嗑瓜子],江苏,,2023-09-07 11:59:15,0,True
47,我感觉回到了18岁,浙江,,2023-09-07 11:59:41,0,True
47,这辈子还没吃过甜的苹果游戏中好像都是酸酸的,湖南,男,2023-09-07 11:57:09,0,True
47,苹果蛮贵的,江苏,,2023-09-07 11:54:02,0,True
47,只吃苹果，不吃别的吗？别说30天了，那我可能一天都坚持不了,内蒙古,,2023-09-07 11:53:07,0,True
47,一切正常，每天增加一个苹果，应该不至于有害,上海,,2023-09-07 11:52:30,0,True
47,标题应该叫：一个视频让我从此只吃苹果,四川,,2023-09-07 11:46:51,0,True
47,今年苹果滞销了？,广东,,2023-09-07 11:44:12,0,True
47,。。。。emmmm连续三十天吃苹果  你会发现你的钱变少了[doge],浙江,男,2023-09-07 11:41:17,0,True
47,第300年羽化飞升,山东,,2023-09-07 11:40:44,0,True
47,会变得不爱吃苹果,辽宁,男,2023-09-07 11:38:03,0,True
48,如果你连续三十天吃苹果，坚持30天，你会发现自己吃了至少三十个苹果,北京,男,2023-09-07 11:37:34,0,True
48,还是老问题，是饭前吃还是饭后吃,黑龙江,,2023-09-07 11:36:48,0,True
48,乙酰胆碱和记忆力有啥关系？,北京,,2023-09-07 11:36:31,0,True
48,回复 @6里6气的呢 :抗氧化不是对氧化的魔抗性更高吗[呆],山东,男,2023-09-07 13:06:40,0,False
48,有抗氧化关系，可以让你抗氧化，让氧气不敢和你说话，从而让你记忆力越来越好，可以想起你的前世，从而让你可以穿越地府和孟婆约会,浙江,,2023-09-07 12:49:36,0,False
48,想起以前香港的广告，每日一苹果，医生远离我,广东,男,2023-09-07 11:32:16,0,True
48,不聊了兄弟们，我要去转命运齿轮了[脱单doge][脱单doge][脱单doge],河北,,2023-09-07 11:29:04,0,True
48,明天开始，每天早上吃个苹果,湖北,,2023-09-07 11:27:27,0,True
48,修仙里的辟谷身体杂志都出来了身体健康了,河北,,2023-09-07 11:18:30,0,True
48,苹果说的这么好啊,湖北,,2023-09-07 11:16:53,0,True
48,吃苹果的时间:早上“金苹果”中午“银苹果”晚上“铜苹果”以前看到的,浙江,,2023-09-07 11:11:12,0,True
48,大多数水果都是伤胃的,安徽,,2023-09-07 11:05:50,0,True
48,别说吃30天了，就是那么闻上一闻，也是延年益寿啊！,河北,,2023-09-07 11:04:46,0,True
48,第二十天你再也不想吃苹果了[笑哭],北京,,2023-09-07 11:03:48,0,True
48,好 这就去买100斤苹果,北京,,2023-09-07 11:01:29,0,True
48,这个苹果，是修真界至宝？,浙江,,2023-09-07 10:56:44,0,True
48,好家伙，不记得多久没吃水果了，只能从柠檬茶里面取一点维C了,广东,,2023-09-07 10:54:03,0,True
48,那么问题来了，你看我吃的起么？,辽宁,男,2023-09-07 10:51:24,0,True
48,如果每天吃一个命运齿轮呢,海南,男,2023-09-07 10:49:23,0,True
48,有人跟我一样吃苹果会吐沫还反酸吗[辣眼睛],山东,,2023-09-07 10:45:05,0,True
48,会住院 我朋友这么减肥 过几天我就去医院看他去了,天津,男,2023-09-07 10:44:41,0,True
48,苹果滞销了吗？,安徽,男,2023-09-07 10:43:45,0,True
49,然而苹果在水果里能排前十吧，价格相对也便宜，我家一年四季基本就没断过,山西,,2023-09-07 10:43:03,0,True
49,早上一个苹果当饭吃，晚上再来一个苹果，一天两个 ，当时有是因为苹果非常好吃，又不贵，本来之前最不喜欢吃的就是苹果，在家里面一听到苹果头就大，然后出去工作了独自生活，想着买点水果补充补充维生素，买了点苹果吃，没想到一吃就喜欢上了，就一直吃一直吃，确实让我脸上的痘痘都好了，皮肤也变的更细腻更白了,重庆,男,2023-09-07 10:37:02,0,True
49,现在苹果是这特么贵，五六块一斤是便宜的,江苏,,2023-09-07 10:31:57,0,True
49,说得好，可我选择喝营养快线,江苏,,2023-09-07 10:33:03,0,True
49,懂了 天天吃苹果可以修仙成神[藏狐],河南,男,2023-09-07 10:28:43,0,True
49,第31天，你已归西,北京,,2023-09-07 10:29:22,0,True
49,买不起苹果,辽宁,,2023-09-07 10:26:09,0,True
49,所以苹果更贵了,安徽,,2023-09-07 10:22:52,0,True
49,苹果中介,云南,男,2023-09-07 10:22:59,0,True
49,工厂打工人：去他妈的苹果，饿死我了,辽宁,男,2023-09-07 10:19:02,0,True
49,会发现血糖变高了,河北,,2023-09-07 10:18:24,0,True
49,苹果8.2元一斤，10块钱买不了三个[doge],辽宁,男,2023-09-07 10:17:44,0,True
49,确定你，你是苹果供应商，苹果滞销了[doge],广东,,2023-09-07 10:09:59,0,True
49,"这一段时间苹果难吃的很,都没人买马上就烂了,立马开一波广告",广东,女,2023-09-07 10:01:10,0,True
49,如果30天只吃苹果手机会怎么样,内蒙古,男,2023-09-07 09:57:49,0,True
49,苹果香蕉黑米黑豆粥鸡肉牛肉菜花,河北,,2023-09-07 09:56:48,0,True
49,完蛋很讨厌苹果的味道！[无语],云南,男,2023-09-07 09:56:11,0,True
49,苹果滞销了 请帮帮我 [2233娘_大笑],湖南,男,2023-09-07 09:52:12,0,True
49,水果当饭又胖又饿[doge],上海,男,2023-09-07 09:50:41,0,True
49,要不是初高中连续吃了六年我还真信了[笑哭],江苏,,2023-09-07 09:47:28,0,True
50,饭后一苹果,广东,,2023-09-07 09:39:21,0,True
50,苹果少吃，吃多了上火。流鼻血，嘴起泡，苹果树搞了太多的科技与狠活，我们家就是种苹果的,四川,,2023-09-07 09:35:20,0,True
50,这个月没有31天，升不了仙,内蒙古,,2023-09-07 09:31:50,0,True
50,我吃苹果是越吃越饿,辽宁,男,2023-09-07 09:31:07,0,True
50,苹果今年滞销了？,河南,,2023-09-07 09:29:49,0,True
50,[滑稽]第十天你会发觉自己只有五六斤了,贵州,男,2023-09-07 09:21:25,0,True
50,可以空腹吃吗,广东,,2023-09-07 09:20:21,0,True
50,苹果金子做的，我吃不起,湖南,,2023-09-07 09:18:03,0,True
50,[辣眼睛]我每天吃1-2个苹果，吃了几个月了，说是苹果糖分高，让我少吃,江苏,,2023-09-07 09:17:25,0,True
50,但是我不喜欢吃苹果。[doge],江苏,男,2023-09-07 09:14:48,0,True
50,减肥还得少吃，锻炼。,江苏,,2023-09-07 09:03:42,0,True
50,头发会秃,江西,,2023-09-07 08:57:05,0,True
50,苹果是转基因食物,江苏,,2023-09-07 08:52:07,0,True
50,可是苹果好贵,广东,,2023-09-07 08:38:28,0,True
50,00:03是什么，鸡皮疙瘩都出来了[撇嘴],河南,,2023-09-07 08:33:56,0,True
50,30天原地飞升,河北,,2023-09-07 08:29:31,0,True
50,90岁老人要死了，在最后一个月吃苹果，   马上活了，器官好了。吃了1年，变18岁了,湖北,,2023-09-07 08:30:26,0,True
50,吹！继续吹！反正我很少吃的,广东,,2023-09-07 08:26:39,0,True
50,是真的，当初牛顿天天在苹果树下吃掉下来的苹果，最后突破到多厉害，大家都有目共睹的,浙江,,2023-09-07 08:25:43,0,True
50,苹果过敏的我选择不吃[洛天依_掀桌],天津,男,2023-09-07 08:24:39,0,True
51,吃苹果我会拉肚子[热词系列_我太南了],广东,男,2023-09-07 08:21:27,0,True
51,都是保鲜剂,广东,,2023-09-07 08:13:36,0,True
51,所以苹果很贵[doge],吉林,,2023-09-07 07:54:38,0,True
51,我饿了就得吃饭，光吃苹果没有吃饭的那些满足感。,北京,男,2023-09-07 07:51:17,0,True
51,我每天吃一个诶,湖南,男,2023-09-07 07:49:25,0,True
51,胃疼得要命,山东,男,2023-09-07 07:49:00,0,True
51,早晨空腹吃吗？,河北,,2023-09-07 07:35:22,0,True
51,没了海洋。幸亏还有苹果,广东,女,2023-09-07 07:27:42,0,True
51,第三十天，我们积压的苹果库存卖完了，短视频引流真不错[doge][doge],安徽,男,2023-09-07 07:22:50,0,True
51,60年后，你发现自己已经100岁了，这都归功于苹果,河北,,2023-09-07 07:03:23,0,True
51,[doge]吃苹果只会让我胃口更好,湖南,,2023-09-07 07:02:27,0,True
51,冷知识：国外素食主义者死了，死因：营养不良，饿死！,四川,男,2023-09-07 07:00:44,0,True
51,是真的！我吃了！现在已经能御剑飞行了！,山西,,2023-09-07 06:48:53,0,True
51,可是，苹果是真的不好吃,湖南,,2023-09-07 05:53:52,0,True
51,我牙齿小每次吃苹果都会把牙龈挤出血[doge]每次吃苹果要拿刀切成小块吃又太麻烦[辣眼睛],广东,男,2023-09-07 05:48:47,0,True
51,你觉得你吃的苹果？,辽宁,男,2023-09-07 05:03:47,0,True
51,第30天检查 农药残留达到70%[doge],广东,男,2023-09-07 05:05:27,0,True
51,连续吃三十天苹果，就会连续三十天吃到苹果,上海,男,2023-09-07 05:00:48,0,True
51,苹果不好吃 不甜 糖分还不少,山西,,2023-09-07 04:50:31,0,True
51,然后第31天你会发现你挂了,陕西,,2023-09-07 04:39:45,0,True
52,秦始皇当年不应该去找仙丹的....,江苏,男,2023-09-07 04:39:01,0,True
52,那我连续30天每天一个苹果每天来一发，能抵消副作用吗[思考],重庆,,2023-09-07 04:10:10,0,True
52,你是个狼人啊,四川,,2023-09-07 05:00:14,0,False
52,该说不说，现在苹果超贵的。在家门口小超市买了一个，一个苹果就将近五块。,陕西,男,2023-09-07 03:40:01,0,True
52,吃不起苹果,广东,,2023-09-07 03:35:39,0,True
52,请问，沙果可以么？,黑龙江,男,2023-09-07 03:26:57,0,True
52,马斯克应该学习一下,广西,,2023-09-07 03:20:01,0,True
52,[doge]笑死 大家上班都这么轻松吗 只吃苹果就干的动活啦？,江苏,,2023-09-07 03:21:25,0,True
52,其实比不上蔬菜[辣眼睛],湖南,,2023-09-07 02:24:49,0,True
52,但是我一想到吃苹果就头疼  特别是姚苹果时的莎莎声  真的  折磨,江西,男,2023-09-07 02:20:33,0,True
52,吃花牛,黑龙江,,2023-09-07 08:51:30,0,False
52,哦天呐，上帝我筑基成功啦，感谢上帝赐予的苹果在吃几个我就能羽化登仙啦感谢上帝,广西,,2023-09-07 02:16:10,0,True
52,懂了，明天苹果+炸鸡[doge],内蒙古,男,2023-09-07 02:08:37,0,True
52,一天一苹果 医生远离我[辣眼睛],河南,,2023-09-07 02:03:31,0,True
52,如果你天天用夸克，你的身体有什么变化呐？,河北,男,2023-09-07 02:00:16,0,True
52,苹果什么都好，就是不好吃[doge],广东,,2023-09-07 01:54:23,0,True
52,我想说为什么我觉得苹果很难吃。。。。,阿联酋,,2023-09-07 01:53:56,0,True
52,省了吧  知道水果的农药问题吗,安徽,,2023-09-07 01:51:36,0,True
52,抹蜡的那种苹果吗？,上海,,2023-09-07 01:50:17,0,True
